frame;time;x;y;team_id
10676;427.04;94.71;37.46;554
10677;427.08;94.66;37.49;554
10678;427.12;94.61;37.53;554
10679;427.16;94.57;37.56;554
10680;427.20;94.52;37.60;554
10681;427.24;94.47;37.63;554
10682;427.28;94.42;37.67;554
10683;427.32;94.37;37.70;554
10684;427.36;94.32;37.74;554
10685;427.40;94.28;37.78;554
10686;427.44;94.23;37.81;554
10687;427.48;94.18;37.85;554
10688;427.52;94.13;37.88;554
10689;427.56;94.08;37.92;554
10690;427.60;94.04;37.95;554
10691;427.64;93.99;37.99;554
10692;427.68;93.94;38.02;554
10693;427.72;93.89;38.06;554
10694;427.76;93.84;38.09;554
10695;427.80;93.80;38.13;554
10696;427.84;93.75;38.17;554
10697;427.88;93.70;38.20;554
10698;427.92;93.65;38.24;554
10699;427.96;93.60;38.27;554
10700;428;93.55;38.31;554
10701;428.04;93.51;38.34;554
10702;428.08;93.46;38.38;554
10703;428.12;93.41;38.41;554
10704;428.16;93.36;38.45;554
10705;428.20;93.31;38.48;554
10706;428.24;93.27;38.52;554
10707;428.28;93.22;38.55;554
10708;428.32;93.17;38.59;554
10709;428.36;93.02;38.09;554
10710;428.40;92.87;37.59;554
10711;428.44;92.71;37.09;554
10712;428.48;92.56;36.58;554
10713;428.52;92.41;36.08;554
10714;428.56;92.26;35.58;554
10715;428.60;92.10;35.08;554
10716;428.64;91.95;34.58;554
10717;428.68;91.80;34.08;554
10718;428.72;91.65;33.57;554
10719;428.76;91.49;33.07;554
10720;428.80;91.34;32.57;554
10721;428.84;91.19;32.07;554
10722;428.88;91.04;31.57;554
10723;428.92;90.88;31.07;554
10724;428.96;90.73;30.57;554
10725;429;90.58;30.06;554
10726;429.04;90.43;29.56;554
10727;429.08;90.27;29.06;554
10728;429.12;90.12;28.56;554
10729;429.16;89.97;28.06;554
10730;429.20;89.82;27.56;554
10731;429.24;89.66;27.05;554
10732;429.28;89.51;26.55;554
10733;429.32;89.36;26.05;554
10734;429.36;89.21;25.55;554
10735;429.40;89.05;25.05;554
10736;429.44;88.90;24.55;554
10737;429.48;88.75;24.04;554
10738;429.52;88.60;23.54;554
10739;429.56;88.44;23.04;554
10740;429.60;88.29;22.54;554
10741;429.64;88.14;22.04;554
10742;429.68;87.99;21.54;554
10743;429.72;87.83;21.04;554
10744;429.76;87.68;20.53;554
10745;429.80;87.53;20.03;554
10746;429.84;87.38;19.53;554
10747;429.88;87.22;19.03;554
10748;429.92;87.07;18.53;554
10749;429.96;86.92;18.03;554
10750;430;86.77;17.52;554
10751;430.04;86.61;17.02;554
10752;430.08;86.46;16.52;554
10753;430.12;86.31;16.02;554
10754;430.16;86.16;15.99;554
10755;430.20;86.02;15.96;554
10756;430.24;85.87;15.93;554
10757;430.28;85.72;15.89;554
10758;430.32;85.58;15.86;554
10759;430.36;85.43;15.83;554
10760;430.40;85.28;15.80;554
10761;430.44;85.14;15.77;554
10762;430.48;84.99;15.74;554
10763;430.52;84.84;15.71;554
10764;430.56;84.70;15.67;554
10765;430.60;84.55;15.64;554
10766;430.64;84.40;15.61;554
10767;430.68;84.26;15.58;554
10768;430.72;84.11;15.55;554
10769;430.76;83.96;15.52;554
10770;430.80;83.81;15.49;554
10771;430.84;83.67;15.46;554
10772;430.88;83.52;15.42;554
10773;430.92;83.37;15.39;554
10774;430.96;83.23;15.36;554
10775;431;83.08;15.33;554
10776;431.04;82.93;15.30;554
10777;431.08;82.79;15.27;554
10778;431.12;82.64;15.24;554
10779;431.16;82.49;15.20;554
10780;431.20;82.35;15.17;554
10781;431.24;82.20;15.14;554
10782;431.28;82.05;15.11;554
10783;431.32;81.91;15.08;554
10784;431.36;81.76;15.05;554
10785;431.40;81.61;15.02;554
10786;431.44;81.47;14.98;554
10787;431.48;81.32;14.95;554
10788;431.52;81.17;14.92;554
10789;431.56;81.03;14.89;554
10790;431.60;80.88;14.86;554
10791;431.64;80.73;14.83;554
10792;431.68;80.59;14.80;554
10793;431.72;80.44;14.76;554
10794;431.76;80.29;14.73;554
10795;431.80;80.15;14.70;554
10796;431.84;80;14.67;554
10797;431.88;79.85;14.64;554
10798;431.92;79.71;14.61;554
10799;431.96;79.56;14.58;554
10800;432;79.41;14.54;554
10801;432.04;79.27;14.51;554
10802;432.08;79.12;14.48;554
10803;432.12;78.97;14.45;554
10804;432.16;78.82;14.42;554
10805;432.20;78.68;14.39;554
10806;432.24;78.53;14.36;554
10807;432.28;78.38;14.33;554
10808;432.32;78.24;14.29;554
10809;432.36;78.09;14.26;554
10810;432.40;77.94;14.23;554
10811;432.44;77.80;14.20;554
10812;432.48;77.65;14.17;554
10813;432.52;77.50;14.14;554
10814;432.56;77.36;14.11;554
10815;432.60;77.21;14.07;554
10816;432.64;77.06;14.04;554
10817;432.68;76.92;14.01;554
10818;432.72;76.77;13.98;554
10819;432.76;76.24;13.73;554
10820;432.80;75.71;13.48;554
10821;432.84;75.18;13.23;554
10822;432.88;74.65;12.98;554
10823;432.92;74.12;12.73;554
10824;432.96;73.59;12.48;554
10825;433;73.06;12.23;554
10826;433.04;72.53;11.97;554
10827;433.08;72;11.72;554
10828;433.12;71.47;11.47;554
10829;433.16;70.94;11.22;554
10830;433.20;70.41;10.97;554
10831;433.24;69.88;10.72;554
10832;433.28;69.35;10.47;554
10833;433.32;68.82;10.22;554
10834;433.36;68.29;9.97;554
10835;433.40;67.76;9.72;554
10836;433.44;67.23;9.47;554
10837;433.48;66.70;9.22;554
10838;433.52;66.17;8.97;554
10839;433.56;65.64;8.72;554
10840;433.60;65.11;8.47;554
10841;433.64;64.57;8.21;554
10842;433.68;64.04;7.96;554
10843;433.72;63.51;7.71;554
10844;433.76;62.98;7.46;554
10845;433.80;62.45;7.21;554
10846;433.84;61.92;6.96;554
10847;433.88;61.39;6.71;554
10848;433.92;60.86;6.46;554
10849;433.96;60.33;6.21;554
10850;434;59.80;5.96;554
10851;434.04;59.27;5.71;554
10852;434.08;58.74;5.46;554
10853;434.12;58.21;5.21;554
10854;434.16;57.68;4.96;554
10855;434.20;57.15;4.71;554
10856;434.24;56.62;4.45;554
10857;434.28;56.09;4.20;554
10858;434.32;55.56;3.95;554
10859;434.36;55.03;3.70;554
10860;434.40;54.50;3.45;554
10861;434.44;53.97;3.20;554
10862;434.48;53.44;2.95;554
10863;434.52;52.91;2.70;554
10864;434.56;53.14;2.67;554
10865;434.60;53.36;2.64;554
10866;434.64;53.59;2.62;554
10867;434.68;53.81;2.59;554
10868;434.72;54.04;2.56;554
10869;434.76;54.27;2.53;554
10870;434.80;54.49;2.50;554
10871;434.84;54.72;2.47;554
10872;434.88;54.94;2.45;554
10873;434.92;55.17;2.42;554
10874;434.96;55.40;2.39;554
10875;435;55.62;2.36;554
10876;435.04;55.85;2.33;554
10877;435.08;56.07;2.30;554
10878;435.12;56.30;2.28;554
10879;435.16;56.53;2.25;554
10880;435.20;56.75;2.22;554
10881;435.24;56.98;2.19;554
10882;435.28;57.20;2.16;554
10883;435.32;57.43;2.13;554
10884;435.36;57.66;2.11;554
10885;435.40;57.88;2.08;554
10886;435.44;58.11;2.05;554
10887;435.48;58.33;2.02;554
10888;435.52;58.56;1.99;554
10889;435.56;58.79;1.97;554
10890;435.60;59.01;1.94;554
10891;435.64;59.24;1.91;554
10892;435.68;59.46;1.88;554
10893;435.72;59.69;1.85;554
10894;435.76;59.92;1.82;554
10895;435.80;60.14;1.80;554
10896;435.84;60.37;1.77;554
10897;435.88;60.59;1.74;554
10898;435.92;60.82;1.71;554
10899;435.96;61.05;1.68;554
10900;436;61.27;1.65;554
10901;436.04;61.50;1.63;554
10902;436.08;61.72;1.60;554
10903;436.12;61.95;1.57;554
10904;436.16;61.93;1.58;554
10905;436.20;61.90;1.60;554
10906;436.24;61.88;1.61;554
10907;436.28;61.85;1.62;554
10908;436.32;61.83;1.64;554
10909;436.36;61.80;1.65;554
10910;436.40;61.78;1.66;554
10911;436.44;61.75;1.68;554
10912;436.48;61.73;1.69;554
10913;436.52;61.70;1.70;554
10914;436.56;61.67;1.72;554
10915;436.60;61.65;1.73;554
10916;436.64;62.12;2.04;554
10917;436.68;62.59;2.36;554
10918;436.72;63.06;2.67;554
10919;436.76;63.53;2.99;554
10920;436.80;64;3.30;554
10921;436.84;64.47;3.62;554
10922;436.88;64.94;3.93;554
10923;436.92;65.41;4.25;554
10924;436.96;65.88;4.56;554
10925;437;66.35;4.88;554
10926;437.04;66.82;5.19;554
10927;437.08;67.29;5.51;554
10928;437.12;67.76;5.82;554
10929;437.16;68.23;6.13;554
10930;437.20;68.70;6.45;554
10931;437.24;69.17;6.76;554
10932;437.28;69.64;7.08;554
10933;437.32;70.11;7.39;554
10934;437.36;70.58;7.71;554
10935;437.40;71.05;8.02;554
10936;437.44;71.51;8.34;554
10937;437.48;71.98;8.65;554
10938;437.52;72.45;8.97;554
10939;437.56;72.92;9.28;554
10940;437.60;73.39;9.60;554
10941;437.64;73.86;9.91;554
10942;437.68;74.33;10.23;554
10943;437.72;74.80;10.54;554
10944;437.76;75.27;10.85;554
10945;437.80;75.74;11.17;554
10946;437.84;76.21;11.48;554
10947;437.88;76.68;11.80;554
10948;437.92;77.15;12.11;554
10949;437.96;77.62;12.43;554
10950;438;78.09;12.74;554
10951;438.04;78.56;13.06;554
10952;438.08;79.03;13.37;554
10953;438.12;79.50;13.69;554
10954;438.16;79.97;14;554
10955;438.20;80.44;14.32;554
10956;438.24;80.91;14.63;554
10957;438.28;80.87;14.77;554
10958;438.32;80.83;14.91;554
10959;438.36;80.79;15.05;554
10960;438.40;80.75;15.19;554
10961;438.44;80.72;15.33;554
10962;438.48;80.68;15.48;554
10963;438.52;80.64;15.62;554
10964;438.56;80.60;15.76;554
10965;438.60;80.56;15.90;554
10966;438.64;80.52;16.04;554
10967;438.68;80.48;16.18;554
10968;438.72;80.44;16.32;554
10969;438.76;80.40;16.46;554
10970;438.80;80.37;16.60;554
10971;438.84;80.33;16.74;554
10972;438.88;80.29;16.88;554
10973;438.92;80.25;17.02;554
10974;438.96;80.21;17.17;554
10975;439;80.17;17.31;554
10976;439.04;80.13;17.45;554
10977;439.08;80.09;17.59;554
10978;439.12;80.05;17.73;554
10979;439.16;80.01;17.87;554
10980;439.20;79.98;18.01;554
10981;439.24;79.94;18.15;554
10982;439.28;79.90;18.29;554
10983;439.32;79.86;18.43;554
10984;439.36;79.82;18.57;554
10985;439.40;79.78;18.72;554
10986;439.44;79.74;18.86;554
10987;439.48;79.70;19;554
10988;439.52;79.66;19.14;554
10989;439.56;79.63;19.28;554
10990;439.60;79.59;19.42;554
10991;439.64;79.55;19.56;554
10992;439.68;79.51;19.70;554
10993;439.72;79.47;19.84;554
10994;439.76;79.43;19.98;554
10995;439.80;79.39;20.12;554
10996;439.84;79.35;20.26;554
10997;439.88;79.31;20.41;554
10998;439.92;79.28;20.55;554
10999;439.96;79.24;20.69;554
11000;440;79.20;20.83;554
11001;440.04;79.16;20.97;554
11002;440.08;79.12;21.11;554
11003;440.12;79.13;21.51;554
11004;440.16;79.14;21.90;554
11005;440.20;79.15;22.30;554
11006;440.24;79.16;22.70;554
11007;440.28;79.17;23.09;554
11008;440.32;79.18;23.49;554
11009;440.36;79.19;23.89;554
11010;440.40;79.20;24.28;554
11011;440.44;79.21;24.68;554
11012;440.48;79.23;25.08;554
11013;440.52;79.24;25.47;554
11014;440.56;79.25;25.87;554
11015;440.60;79.26;26.26;554
11016;440.64;79.27;26.66;554
11017;440.68;79.28;27.06;554
11018;440.72;79.29;27.45;554
11019;440.76;79.30;27.85;554
11020;440.80;79.31;28.25;554
11021;440.84;79.32;28.64;554
11022;440.88;79.33;29.04;554
11023;440.92;79.34;28.53;554
11024;440.96;79.35;28.03;554
11025;441;79.36;27.53;554
11026;441.04;79.37;27.02;554
11027;441.08;79.38;26.51;554
11028;441.12;79.39;26.01;554
11029;441.16;79.40;25.51;554
11030;441.20;79.42;25;554
11031;441.24;79.43;24.49;554
11032;441.28;79.44;23.99;554
11033;441.32;79.45;23.49;554
11034;441.36;79.46;22.98;554
11035;441.40;79.47;22.47;554
11036;441.44;79.48;21.97;554
11037;441.48;79.49;21.47;554
11038;441.52;79.50;20.96;554
11039;441.56;79.56;20.99;554
11040;441.60;79.63;21.02;554
11041;441.64;79.69;21.05;554
11042;441.68;79.75;21.08;554
11043;441.72;79.82;21.10;554
11044;441.76;79.88;21.13;554
11045;441.80;79.94;21.16;554
11046;441.84;80;21.19;554
11047;441.88;80.07;21.22;554
11048;441.92;80.13;21.25;554
11049;441.96;80.19;21.28;554
11050;442;80.26;21.31;554
11051;442.04;80.32;21.33;554
11052;442.08;80.38;21.36;554
11053;442.12;80.45;21.39;554
11054;442.16;80.51;21.42;554
11055;442.20;80.57;21.45;554
11056;442.24;80.64;21.48;554
11057;442.28;80.70;21.51;554
11058;442.32;80.76;21.54;554
11059;442.36;80.82;21.57;554
11060;442.40;80.89;21.59;554
11061;442.44;80.95;21.62;554
11062;442.48;81.01;21.65;554
11063;442.52;81.08;21.68;554
11064;442.56;81.14;21.71;554
11065;442.60;81.48;22.06;554
11066;442.64;81.82;22.41;554
11067;442.68;82.15;22.77;554
11068;442.72;82.49;23.12;554
11069;442.76;82.83;23.47;554
11070;442.80;83.17;23.82;554
11071;442.84;83.50;24.18;554
11072;442.88;83.84;24.53;554
11073;442.92;84.18;24.88;554
11074;442.96;84.52;25.23;554
11075;443;84.85;25.59;554
11076;443.04;85.19;25.94;554
11077;443.08;85.53;26.29;554
11078;443.12;85.87;26.65;554
11079;443.16;86.21;27;554
11080;443.20;86.54;27.35;554
11081;443.24;86.88;27.70;554
11082;443.28;87.22;28.06;554
11083;443.32;87.56;28.41;554
11084;443.36;87.89;28.76;554
11085;443.40;88.23;29.11;554
11086;443.44;88.57;29.47;554
11087;443.48;88.91;29.82;554
11088;443.52;89.25;30.17;554
11089;443.56;89.58;30.52;554
11090;443.60;89.92;30.88;554
11091;443.64;90.26;31.23;554
11092;443.68;90.60;31.58;554
11093;443.72;90.93;31.93;554
11094;443.76;91.27;32.28;554
11095;443.80;91.61;32.64;554
11096;443.84;91.95;32.99;554
11097;443.88;92.29;33.34;554
11098;443.92;92.62;33.69;554
11099;443.96;92.96;34.05;554
11100;444;93.30;34.40;554
11101;444.04;93.64;34.75;554
11102;444.08;93.97;35.10;554
11103;444.12;94.31;35.46;554
11104;444.16;94.65;35.81;554
11105;444.20;94.99;36.16;554
11106;444.24;95.32;36.51;554
11107;444.28;95.66;36.87;554
11108;444.32;96;37.22;554
11109;444.36;95.98;37.24;554
11110;444.40;95.96;37.25;554
11111;444.44;95.93;37.27;554
11112;444.48;95.91;37.29;554
11113;444.52;95.89;37.31;554
11114;444.56;95.87;37.32;554
11115;444.60;95.84;37.34;554
11116;444.64;95.82;37.36;554
11117;444.68;95.80;37.37;554
11118;444.72;95.78;37.39;554
11119;444.76;95.75;37.41;554
11120;444.80;95.73;37.43;554
11121;444.84;95.71;37.44;554
11122;444.88;95.69;37.46;554
11123;444.92;95.66;37.48;554
11124;444.96;95.64;37.49;554
11125;445;95.62;37.51;554
11126;445.04;95.60;37.53;554
11127;445.08;95.57;37.55;554
11128;445.12;95.55;37.56;554
11129;445.16;95.53;37.58;554
11130;445.20;95.51;37.60;554
11131;445.24;95.49;37.61;554
11132;445.28;95.46;37.63;554
11133;445.32;95.44;37.65;554
11134;445.36;95.42;37.67;554
11135;445.40;95.40;37.68;554
11136;445.44;95.37;37.70;554
11137;445.48;95.35;37.72;554
11138;445.52;95.33;37.73;554
11139;445.56;95.31;37.75;554
