frame;time;x;y;team_id
11140;445.60;95.28;37.77;554
11141;445.64;95.26;37.79;554
11142;445.68;95.24;37.80;554
11143;445.72;95.22;37.82;554
11144;445.76;95.19;37.84;554
11145;445.80;95.17;37.85;554
11146;445.84;95.15;37.87;554
11147;445.88;95.13;37.89;554
11148;445.92;95.10;37.91;554
11149;445.96;95.08;37.92;554
11150;446;95.06;37.94;554
11151;446.04;95.04;37.96;554
11152;446.08;95.02;37.97;554
11153;446.12;94.99;37.99;554
11154;446.16;94.97;38.01;554
11155;446.20;94.95;38.03;554
11156;446.24;94.93;38.04;554
11157;446.28;94.90;38.06;554
11158;446.32;94.88;38.08;554
11159;446.36;94.86;38.09;554
11160;446.40;94.84;38.11;554
11161;446.44;94.81;38.13;554
11162;446.48;94.79;38.15;554
11163;446.52;94.77;38.16;554
11164;446.56;94.75;38.18;554
11165;446.60;94.72;38.20;554
11166;446.64;94.70;38.21;554
11167;446.68;94.68;38.23;554
11168;446.72;94.66;38.25;554
11169;446.76;94.63;38.27;554
11170;446.80;94.61;38.28;554
11171;446.84;94.59;38.30;554
11172;446.88;94.44;37.66;554
11173;446.92;94.28;37.01;554
11174;446.96;94.13;36.37;554
11175;447;93.98;35.73;554
11176;447.04;93.83;35.09;554
11177;447.08;93.67;34.44;554
11178;447.12;93.52;33.80;554
11179;447.16;93.37;33.16;554
11180;447.20;93.21;32.52;554
11181;447.24;93.06;31.87;554
11182;447.28;92.91;31.23;554
11183;447.32;92.76;30.59;554
11184;447.36;92.60;29.95;554
11185;447.40;92.45;29.30;554
11186;447.44;92.30;28.66;554
11187;447.48;92.14;28.02;554
11188;447.52;91.99;27.38;554
11189;447.56;91.84;26.73;554
11190;447.60;91.68;26.09;554
11191;447.64;91.53;25.45;554
11192;447.68;91.38;24.80;554
11193;447.72;91.23;24.16;554
11194;447.76;91.07;23.52;554
11195;447.80;90.92;22.88;554
11196;447.84;90.77;22.23;554
11197;447.88;90.61;21.59;554
11198;447.92;90.46;20.95;554
11199;447.96;90.31;20.31;554
11200;448;90.16;19.66;554
11201;448.04;90;19.02;554
11202;448.08;89.85;18.38;554
11203;448.12;89.70;17.74;554
11204;448.16;89.54;17.09;554
11205;448.20;89.39;16.45;554
11206;448.24;89.24;15.81;554
11207;448.28;89.09;15.17;554
11208;448.32;88.93;14.52;554
11209;448.36;88.78;13.88;554
11210;448.40;88.64;13.84;554
11211;448.44;88.49;13.80;554
11212;448.48;88.35;13.75;554
11213;448.52;88.20;13.71;554
11214;448.56;88.06;13.67;554
11215;448.60;87.92;13.63;554
11216;448.64;87.77;13.58;554
11217;448.68;87.63;13.54;554
11218;448.72;87.48;13.50;554
11219;448.76;87.34;13.45;554
11220;448.80;87.19;13.41;554
11221;448.84;87.05;13.37;554
11222;448.88;86.91;13.33;554
11223;448.92;86.76;13.28;554
11224;448.96;86.62;13.24;554
11225;449;86.47;13.20;554
11226;449.04;86.33;13.16;554
11227;449.08;86.19;13.11;554
11228;449.12;86.04;13.07;554
11229;449.16;85.90;13.03;554
11230;449.20;85.75;12.99;554
11231;449.24;85.61;12.95;554
11232;449.28;85.46;12.90;554
11233;449.32;85.32;12.86;554
11234;449.36;85.18;12.82;554
11235;449.40;85.03;12.77;554
11236;449.44;84.89;12.73;554
11237;449.48;84.74;12.69;554
11238;449.52;84.60;12.65;554
11239;449.56;84.46;12.60;554
11240;449.60;84.31;12.56;554
11241;449.64;84.17;12.52;554
11242;449.68;84.02;12.48;554
11243;449.72;83.88;12.44;554
11244;449.76;83.74;12.39;554
11245;449.80;83.59;12.35;554
11246;449.84;83.45;12.31;554
11247;449.88;83.30;12.26;554
11248;449.92;83.16;12.22;554
11249;449.96;83.01;12.18;554
11250;450;82.87;12.14;554
11251;450.04;82.73;12.10;554
11252;450.08;82.58;12.05;554
11253;450.12;82.44;12.01;554
11254;450.16;82.29;11.97;554
11255;450.20;82.15;11.93;554
11256;450.24;82.01;11.88;554
11257;450.28;81.86;11.84;554
11258;450.32;81.72;11.80;554
11259;450.36;81.57;11.76;554
11260;450.40;81.43;11.71;554
11261;450.44;81.29;11.67;554
11262;450.48;81.14;11.63;554
11263;450.52;81;11.59;554
11264;450.56;80.85;11.54;554
11265;450.60;80.71;11.50;554
11266;450.64;80.56;11.46;554
11267;450.68;80.42;11.41;554
11268;450.72;80.28;11.37;554
11269;450.76;80.13;11.33;554
11270;450.80;79.99;11.29;554
11271;450.84;79.84;11.25;554
11272;450.88;79.70;11.20;554
11273;450.92;79.56;11.16;554
11274;450.96;79.41;11.12;554
11275;451;79.27;11.07;554
11276;451.04;79.12;11.03;554
11277;451.08;78.98;10.99;554
11278;451.12;78.83;10.95;554
11279;451.16;78.69;10.91;554
11280;451.20;78.55;10.86;554
11281;451.24;78.40;10.82;554
11282;451.28;78.26;10.78;554
11283;451.32;78.11;10.74;554
11284;451.36;77.97;10.69;554
11285;451.40;77.83;10.65;554
11286;451.44;77.68;10.61;554
11287;451.48;77.54;10.57;554
11288;451.52;77.39;10.52;554
11289;451.56;77.25;10.48;554
11290;451.60;77.11;10.44;554
11291;451.64;76.96;10.40;554
11292;451.68;76.82;10.35;554
11293;451.72;76.67;10.31;554
11294;451.76;76.53;10.27;554
11295;451.80;76.38;10.23;554
11296;451.84;76.24;10.18;554
11297;451.88;76.10;10.14;554
11298;451.92;75.95;10.10;554
11299;451.96;75.81;10.06;554
11300;452;75.66;10.01;554
11301;452.04;75.52;9.97;554
11302;452.08;75.38;9.93;554
11303;452.12;75.23;9.89;554
11304;452.16;75.09;9.84;554
11305;452.20;74.94;9.80;554
11306;452.24;74.80;9.76;554
11307;452.28;74.65;9.71;554
11308;452.32;74.51;9.67;554
11309;452.36;74.37;9.63;554
11310;452.40;74.22;9.59;554
11311;452.44;74.08;9.55;554
11312;452.48;73.93;9.50;554
11313;452.52;73.79;9.46;554
11314;452.56;73.12;9.69;554
11315;452.60;72.45;9.92;554
11316;452.64;71.78;10.15;554
11317;452.68;71.11;10.38;554
11318;452.72;70.44;10.61;554
11319;452.76;69.77;10.84;554
11320;452.80;69.10;11.07;554
11321;452.84;68.43;11.30;554
11322;452.88;67.77;11.53;554
11323;452.92;67.10;11.76;554
11324;452.96;66.43;11.99;554
11325;453;65.76;12.22;554
11326;453.04;65.09;12.45;554
11327;453.08;64.42;12.68;554
11328;453.12;63.75;12.91;554
11329;453.16;63.08;13.14;554
11330;453.20;62.41;13.37;554
11331;453.24;61.74;13.61;554
11332;453.28;61.07;13.84;554
11333;453.32;60.40;14.07;554
11334;453.36;59.73;14.30;554
11335;453.40;59.06;14.53;554
11336;453.44;58.39;14.76;554
11337;453.48;57.72;14.99;554
11338;453.52;57.05;15.22;554
11339;453.56;56.38;15.45;554
11340;453.60;55.72;15.68;554
11341;453.64;55.05;15.91;554
11342;453.68;54.38;16.14;554
11343;453.72;53.71;16.37;554
11344;453.76;53.04;16.60;554
11345;453.80;52.37;16.83;554
11346;453.84;51.70;17.06;554
11347;453.88;51.03;17.29;554
11348;453.92;50.36;17.52;554
11349;453.96;49.69;17.75;554
11350;454;49.02;17.98;554
11351;454.04;48.35;18.21;554
11352;454.08;47.68;18.44;554
11353;454.12;47.01;18.67;554
11354;454.16;46.34;18.90;554
11355;454.20;45.67;19.13;554
11356;454.24;45;19.36;554
11357;454.28;44.33;19.59;554
11358;454.32;43.67;19.82;554
11359;454.36;43;20.05;554
11360;454.40;42.33;20.28;554
11361;454.44;41.66;20.51;554
11362;454.48;40.99;20.74;554
11363;454.52;40.32;20.97;554
11364;454.56;39.65;21.20;554
11365;454.60;38.98;21.43;554
11366;454.64;38.31;21.66;554
11367;454.68;37.64;21.90;554
11368;454.72;36.97;22.13;554
11369;454.76;36.30;22.36;554
11370;454.80;35.63;22.59;554
11371;454.84;34.96;22.82;554
11372;454.88;34.29;23.05;554
11373;454.92;33.62;23.28;554
11374;454.96;32.95;23.51;554
11375;455;32.28;23.74;554
11376;455.04;31.62;23.97;554
11377;455.08;30.95;24.20;554
11378;455.12;30.28;24.43;554
11379;455.16;29.61;24.66;554
11380;455.20;28.94;24.89;554
11381;455.24;28.27;25.12;554
11382;455.28;27.60;25.35;554
11383;455.32;26.93;25.58;554
11384;455.36;26.26;25.81;554
11385;455.40;26.34;25.47;475
11386;455.44;26.42;25.12;475
11387;455.48;26.50;24.78;475
11388;455.52;26.58;24.43;475
11389;455.56;26.66;24.09;475
11390;455.60;26.74;23.75;475
11391;455.64;26.83;23.40;475
11392;455.68;26.91;23.06;475
11393;455.72;26.99;22.71;475
11394;455.76;27.07;22.37;475
11395;455.80;27.15;22.02;475
11396;455.84;27.23;21.68;475
11397;455.88;27.31;21.34;475
11398;455.92;27.39;20.99;475
11399;455.96;27.47;20.65;475
11400;456;27.55;20.30;475
11401;456.04;27.63;19.96;475
11402;456.08;27.71;19.62;475
11403;456.12;27.80;19.27;475
11404;456.16;27.88;18.93;475
11405;456.20;27.96;18.58;475
11406;456.24;28.04;18.24;475
11407;456.28;28.12;17.89;475
11408;456.32;28.20;17.55;475
11409;456.36;28.28;17.21;475
11410;456.40;28.36;16.86;475
11411;456.44;28.44;16.52;475
11412;456.48;28.52;16.17;475
11413;456.52;28.60;15.83;475
11414;456.56;28.68;15.49;475
11415;456.60;28.76;15.14;475
11416;456.64;28.85;14.80;475
11417;456.68;28.93;14.45;475
11418;456.72;29.01;14.11;475
11419;456.76;29.09;13.77;475
11420;456.80;29.17;13.42;475
11421;456.84;29.25;13.08;475
11422;456.88;29.33;12.73;475
11423;456.92;29.41;12.39;475
11424;456.96;29.49;12.04;475
11425;457;29.57;11.70;475
11426;457.04;29.65;11.36;475
11427;457.08;29.73;11.01;475
11428;457.12;29.82;10.67;475
11429;457.16;29.90;10.32;475
11430;457.20;29.98;9.98;475
11431;457.24;30.06;9.64;475
11432;457.28;30.14;9.29;475
11433;457.32;30.22;8.95;475
11434;457.36;30.30;8.60;475
11435;457.40;30.38;8.26;475
11436;457.44;30.46;7.92;475
11437;457.48;30.54;7.57;475
11438;457.52;30.62;7.23;475
11439;457.56;30.70;6.88;475
11440;457.60;30.78;6.54;475
11441;457.64;30.87;6.19;475
11442;457.68;30.95;5.85;475
11443;457.72;31.03;5.51;475
11444;457.76;31.11;5.16;475
11445;457.80;31.19;4.82;475
11446;457.84;31.27;4.47;475
11447;457.88;31.35;4.13;475
11448;457.92;31.43;3.79;475
11449;457.96;31.51;3.44;475
11450;458;31.59;3.10;475
11451;458.04;31.67;2.75;475
11452;458.08;31.75;2.41;475
11453;458.12;31.84;2.06;475
11454;458.16;31.92;1.72;475
11455;458.20;32;1.38;475
11456;458.24;32.08;1.03;475
11457;458.28;32.16;0.69;475
11458;458.32;32.24;0.34;475
11459;458.36;32.32;0;554
11460;458.40;32.32;0;554
11461;458.44;32.32;0;554
11462;458.48;32.32;0;554
11463;458.52;32.32;0;554
11464;458.56;32.32;0;554
11465;458.60;32.32;0;554
11466;458.64;32.32;0;554
11467;458.68;32.32;0;554
11468;458.72;32.32;0;554
11469;458.76;32.32;0;554
11470;458.80;32.32;0;554
11471;458.84;32.32;0;554
11472;458.88;32.32;0;554
11473;458.92;32.32;0;554
11474;458.96;32.32;0;554
11475;459;32.32;0;554
11476;459.04;32.32;0;554
11477;459.08;32.32;0;554
11478;459.12;32.32;0;554
11479;459.16;32.32;0;554
11480;459.20;32.32;0;554
11481;459.24;32.32;0;554
11482;459.28;32.32;0;554
11483;459.32;32.32;0;554
11484;459.36;32.32;0;554
11485;459.40;32.32;0;554
11486;459.44;32.32;0;554
11487;459.48;32.32;0;554
11488;459.52;32.32;0;554
11489;459.56;32.32;0;554
11490;459.60;32.32;0;554
11491;459.64;32.32;0;554
11492;459.68;32.32;0;554
11493;459.72;32.32;0;554
11494;459.76;32.32;0;554
11495;459.80;32.32;0;554
11496;459.84;32.32;0;554
11497;459.88;32.32;0;554
11498;459.92;32.32;0;554
11499;459.96;32.32;0;554
11500;460;32.32;0;554
11501;460.04;32.32;0;554
11502;460.08;32.32;0;554
11503;460.12;32.32;0;554
11504;460.16;32.32;0;554
11505;460.20;32.32;0;554
11506;460.24;32.32;0;554
11507;460.28;32.32;0;554
11508;460.32;32.32;0;554
11509;460.36;32.32;0;554
11510;460.40;32.32;0;554
11511;460.44;32.32;0;554
11512;460.48;32.32;0;554
11513;460.52;32.32;0;554
11514;460.56;32.32;0;554
11515;460.60;32.32;0;554
11516;460.64;32.32;0;554
11517;460.68;32.32;0;554
11518;460.72;32.32;0;554
11519;460.76;32.32;0;554
11520;460.80;32.32;0;554
11521;460.84;32.32;0;554
11522;460.88;32.32;0;554
11523;460.92;32.32;0;554
11524;460.96;32.32;0;554
11525;461;32.32;0;554
11526;461.04;32.32;0;554
11527;461.08;32.32;0;554
11528;461.12;32.32;0;554
11529;461.16;32.32;0;554
11530;461.20;32.32;0;554
11531;461.24;32.32;0;554
11532;461.28;32.32;0;554
11533;461.32;32.32;0;554
11534;461.36;32.32;0;554
11535;461.40;32.32;0;554
11536;461.44;32.32;0;554
11537;461.48;32.32;0;554
11538;461.52;32.32;0;554
11539;461.56;32.32;0;554
11540;461.60;32.32;0;554
11541;461.64;32.32;0;554
11542;461.68;32.32;0;554
11543;461.72;32.32;0;554
11544;461.76;32.32;0;554
11545;461.80;32.32;0;554
11546;461.84;32.32;0;554
11547;461.88;32.32;0;554
11548;461.92;32.32;0;554
11549;461.96;32.32;0;554
11550;462;32.32;0;554
11551;462.04;32.32;0;554
11552;462.08;32.32;0;554
11553;462.12;32.32;0;554
11554;462.16;32.32;0;554
11555;462.20;32.32;0;554
11556;462.24;32.32;0;554
11557;462.28;32.32;0;554
11558;462.32;32.32;0;554
11559;462.36;32.32;0;554
11560;462.40;32.32;0;554
11561;462.44;32.32;0;554
11562;462.48;32.32;0;554
11563;462.52;32.32;0;554
11564;462.56;32.32;0;554
11565;462.60;32.32;0;554
11566;462.64;32.32;0;554
11567;462.68;32.32;0;554
11568;462.72;32.32;0;554
11569;462.76;32.32;0;554
11570;462.80;32.32;0;554
11571;462.84;32.32;0;554
11572;462.88;32.32;0;554
11573;462.92;32.32;0;554
11574;462.96;32.32;0;554
11575;463;32.32;0;554
11576;463.04;32.32;0;554
11577;463.08;32.32;0;554
11578;463.12;32.32;0;554
11579;463.16;32.32;0;554
11580;463.20;32.32;0;554
11581;463.24;32.32;0;554
11582;463.28;32.32;0;554
11583;463.32;32.32;0;554
11584;463.36;32.32;0;554
11585;463.40;32.32;0;554
11586;463.44;32.32;0;554
11587;463.48;32.32;0;554
11588;463.52;32.32;0;554
11589;463.56;32.32;0;554
11590;463.60;32.32;0;554
11591;463.64;32.32;0;554
11592;463.68;32.32;0;554
11593;463.72;32.32;0;554
11594;463.76;32.32;0;554
11595;463.80;32.32;0;554
11596;463.84;32.32;0;554
11597;463.88;32.32;0;554
11598;463.92;32.32;0;554
11599;463.96;32.32;0;554
11600;464;32.32;0;554
11601;464.04;32.32;0;554
11602;464.08;31.82;0.20;554
11603;464.12;31.31;0.40;554
11604;464.16;30.81;0.60;554
11605;464.20;30.31;0.81;554
11606;464.24;29.81;1.01;554
11607;464.28;29.30;1.21;554
11608;464.32;28.80;1.41;554
11609;464.36;28.30;1.61;554
11610;464.40;27.79;1.81;554
11611;464.44;27.29;2.01;554
11612;464.48;26.79;2.21;554
11613;464.52;26.29;2.42;554
11614;464.56;25.78;2.62;554
11615;464.60;25.28;2.82;554
11616;464.64;24.78;3.02;554
11617;464.68;24.27;3.22;554
11618;464.72;23.77;3.42;554
11619;464.76;23.27;3.62;554
11620;464.80;22.76;3.83;554
11621;464.84;22.26;4.03;554
11622;464.88;21.76;4.23;554
11623;464.92;21.26;4.43;554
11624;464.96;20.75;4.63;554
11625;465;20.25;4.83;554
11626;465.04;19.75;5.03;554
11627;465.08;19.24;5.23;554
11628;465.12;18.74;5.44;554
11629;465.16;18.24;5.64;554
11630;465.20;17.74;5.84;554
11631;465.24;17.23;6.04;554
11632;465.28;16.73;6.24;554
11633;465.32;16.23;6.44;554
11634;465.36;15.72;6.64;554
11635;465.40;15.22;6.84;554
11636;465.44;14.72;7.05;554
11637;465.48;14.22;7.25;554
11638;465.52;13.71;7.45;554
11639;465.56;13.21;7.65;554
11640;465.60;13.15;7.60;554
11641;465.64;13.09;7.55;554
11642;465.68;13.03;7.49;554
11643;465.72;12.97;7.44;554
11644;465.76;12.92;7.39;554
11645;465.80;12.86;7.34;554
11646;465.84;12.80;7.29;554
11647;465.88;12.74;7.24;554
11648;465.92;12.68;7.18;554
11649;465.96;12.62;7.13;554
11650;466;12.56;7.08;554
11651;466.04;12.50;7.03;554
11652;466.08;12.44;6.98;554
11653;466.12;12.38;6.93;554
11654;466.16;12.33;6.87;554
11655;466.20;12.27;6.82;554
11656;466.24;12.21;6.77;554
11657;466.28;12.15;6.72;554
11658;466.32;12.09;6.67;554
11659;466.36;12.03;6.62;554
11660;466.40;11.97;6.56;554
11661;466.44;11.91;6.51;554
11662;466.48;11.85;6.46;554
11663;466.52;11.79;6.41;554
11664;466.56;11.74;6.36;554
11665;466.60;11.68;6.31;554
11666;466.64;11.62;6.25;554
11667;466.68;11.56;6.20;554
11668;466.72;11.50;6.15;554
11669;466.76;11.44;6.10;554
11670;466.80;11.38;6.05;554
11671;466.84;11.32;6;554
11672;466.88;11.26;5.94;554
11673;466.92;11.20;5.89;554
11674;466.96;11.15;5.84;554
11675;467;11.09;5.79;554
11676;467.04;11.03;5.74;554
11677;467.08;10.97;5.69;554
11678;467.12;10.91;5.63;554
11679;467.16;10.85;5.58;554
11680;467.20;10.79;5.53;554
11681;467.24;10.73;5.48;554
11682;467.28;10.67;5.43;554
11683;467.32;10.61;5.38;554
11684;467.36;10.56;5.32;554
11685;467.40;10.50;5.27;554
11686;467.44;10.44;5.22;554
11687;467.48;10.38;5.17;554
11688;467.52;10.32;5.12;554
11689;467.56;10.26;5.07;554
11690;467.60;10.20;5.01;554
11691;467.64;10.14;4.96;554
11692;467.68;10.08;4.91;554
11693;467.72;10.02;4.86;554
11694;467.76;9.97;4.81;554
11695;467.80;9.91;4.76;554
11696;467.84;9.85;4.70;554
11697;467.88;9.79;4.65;554
11698;467.92;9.73;4.60;554
11699;467.96;9.67;4.72;554
11700;468;9.61;4.84;554
11701;468.04;9.55;4.95;554
11702;468.08;9.49;5.07;554
11703;468.12;9.42;5.19;554
11704;468.16;9.36;5.31;554
11705;468.20;9.30;5.42;554
11706;468.24;9.24;5.54;554
11707;468.28;9.18;5.66;554
11708;468.32;9.12;5.78;554
11709;468.36;9.06;5.89;554
11710;468.40;9;6.01;554
11711;468.44;8.94;6.13;554
11712;468.48;8.87;6.24;554
11713;468.52;8.81;6.36;554
11714;468.56;8.75;6.48;554
11715;468.60;8.69;6.60;554
11716;468.64;8.63;6.72;554
11717;468.68;8.57;6.83;554
11718;468.72;8.51;6.95;554
11719;468.76;8.45;7.07;554
11720;468.80;8.39;7.19;554
11721;468.84;8.32;7.30;554
11722;468.88;8.26;7.42;554
11723;468.92;8.20;7.54;554
11724;468.96;8.14;7.66;554
11725;469;8.08;7.77;554
11726;469.04;8.02;7.89;554
11727;469.08;7.96;8.01;554
11728;469.12;7.90;8.13;554
11729;469.16;7.83;8.24;554
11730;469.20;7.77;8.36;554
11731;469.24;7.71;8.48;554
11732;469.28;7.65;8.60;554
11733;469.32;7.59;8.71;554
11734;469.36;7.53;8.83;554
11735;469.40;7.47;8.95;554
11736;469.44;7.41;9.07;554
11737;469.48;7.35;9.18;554
11738;469.52;7.28;9.30;554
11739;469.56;7.22;9.42;554
11740;469.60;7.16;9.54;554
11741;469.64;7.10;9.65;554
11742;469.68;7.04;9.77;554
11743;469.72;7.50;9.82;475
11744;469.76;7.96;9.86;475
11745;469.80;8.42;9.91;475
11746;469.84;8.88;9.96;475
11747;469.88;9.34;10.01;475
11748;469.92;9.80;10.05;475
11749;469.96;10.27;10.10;475
11750;470;10.73;10.15;475
11751;470.04;11.19;10.20;475
11752;470.08;11.65;10.24;475
11753;470.12;12.11;10.29;475
11754;470.16;12.57;10.34;475
11755;470.20;13.03;10.39;475
11756;470.24;13.49;10.43;475
11757;470.28;13.95;10.48;475
11758;470.32;14.41;10.53;475
11759;470.36;14.87;10.58;475
11760;470.40;15.33;10.62;475
11761;470.44;15.79;10.67;475
11762;470.48;16.25;10.72;475
11763;470.52;16.72;10.77;475
11764;470.56;17.18;10.81;475
11765;470.60;17.64;10.86;475
11766;470.64;18.10;10.91;475
11767;470.68;18.56;10.96;475
11768;470.72;19.02;11;475
11769;470.76;19.48;11.05;475
11770;470.80;19.39;11.10;475
11771;470.84;19.30;11.15;475
11772;470.88;19.20;11.20;475
11773;470.92;19.11;11.24;475
11774;470.96;19.02;11.29;475
11775;471;18.93;11.34;475
11776;471.04;18.84;11.39;475
11777;471.08;18.75;11.44;475
11778;471.12;18.65;11.49;475
11779;471.16;18.56;11.53;475
11780;471.20;18.47;11.58;475
11781;471.24;18.38;11.63;475
11782;471.28;18.29;11.68;475
11783;471.32;18.20;11.73;475
11784;471.36;18.10;11.77;475
11785;471.40;18.01;11.82;475
11786;471.44;17.92;11.87;475
11787;471.48;17.83;11.92;475
11788;471.52;17.76;11.52;475
11789;471.56;17.69;11.11;475
11790;471.60;17.62;10.71;475
11791;471.64;17.55;10.31;475
11792;471.68;17.49;9.90;475
11793;471.72;17.42;9.50;475
11794;471.76;17.35;9.10;475
11795;471.80;17.28;8.69;475
11796;471.84;17.21;8.29;475
11797;471.88;17.14;7.89;475
11798;471.92;17.07;7.48;475
11799;471.96;17;7.08;475
11800;472;16.93;6.67;475
11801;472.04;16.86;6.27;475
11802;472.08;16.80;5.87;475
11803;472.12;16.73;5.46;475
11804;472.16;16.66;5.06;475
11805;472.20;16.59;4.66;475
11806;472.24;16.52;4.25;475
11807;472.28;16.45;3.85;475
11808;472.32;16.53;3.85;475
11809;472.36;16.62;3.85;475
11810;472.40;16.70;3.85;475
11811;472.44;16.79;3.85;475
11812;472.48;16.87;3.85;475
11813;472.52;16.96;3.85;475
11814;472.56;17.04;3.85;475
11815;472.60;17.13;3.85;475
11816;472.64;17.21;3.85;475
11817;472.68;17.30;3.85;475
11818;472.72;17.38;3.85;475
11819;472.76;17.47;3.85;475
11820;472.80;17.55;3.85;475
11821;472.84;17.64;3.85;475
11822;472.88;17.72;3.85;475
11823;472.92;17.81;3.85;475
11824;472.96;17.89;3.85;475
11825;473;17.98;3.85;475
11826;473.04;18.06;3.85;475
11827;473.08;18.15;3.85;475
11828;473.12;18.23;3.85;475
11829;473.16;18.32;3.86;475
11830;473.20;18.40;3.86;475
11831;473.24;18.49;3.86;475
11832;473.28;18.57;3.86;475
11833;473.32;18.66;3.86;475
11834;473.36;18.74;3.86;475
11835;473.40;18.83;3.86;475
11836;473.44;18.91;3.86;475
11837;473.48;19;3.86;475
11838;473.52;19.08;3.86;475
11839;473.56;19.17;3.86;475
11840;473.60;19.25;3.86;475
11841;473.64;19.34;3.86;475
11842;473.68;19.42;3.86;475
11843;473.72;19.51;3.86;475
11844;473.76;19.59;3.86;475
11845;473.80;19.68;3.86;475
11846;473.84;19.76;3.86;475
11847;473.88;19.85;3.86;475
11848;473.92;19.93;3.86;475
11849;473.96;20.02;3.86;475
11850;474;20.10;3.86;475
11851;474.04;19.93;3.98;475
11852;474.08;19.75;4.10;475
11853;474.12;19.58;4.22;475
11854;474.16;19.40;4.34;475
11855;474.20;19.23;4.46;475
11856;474.24;19.06;4.58;475
11857;474.28;18.88;4.70;475
11858;474.32;18.71;4.81;475
11859;474.36;18.53;4.93;475
11860;474.40;18.36;5.05;475
11861;474.44;18.18;5.17;475
11862;474.48;18.01;5.29;475
11863;474.52;17.84;5.41;475
11864;474.56;17.66;5.53;475
11865;474.60;17.49;5.65;475
11866;474.64;17.31;5.77;475
11867;474.68;17.14;5.89;475
11868;474.72;16.97;6.01;475
11869;474.76;16.79;6.13;475
11870;474.80;16.62;6.25;475
11871;474.84;16.44;6.37;475
11872;474.88;16.27;6.48;475
11873;474.92;16.09;6.60;475
11874;474.96;15.92;6.72;475
11875;475;15.75;6.84;475
11876;475.04;15.57;6.96;475
11877;475.08;15.40;7.08;475
11878;475.12;15.22;7.20;475
11879;475.16;15.05;7.32;475
11880;475.20;15.21;7.27;475
11881;475.24;15.37;7.21;475
11882;475.28;15.53;7.16;475
11883;475.32;15.70;7.10;475
11884;475.36;15.86;7.05;475
11885;475.40;16.02;7;475
11886;475.44;16.18;6.94;475
11887;475.48;16.34;6.89;475
11888;475.52;16.50;6.84;475
11889;475.56;16.66;6.78;475
11890;475.60;16.83;6.73;475
11891;475.64;16.99;6.67;475
11892;475.68;17.15;6.62;475
11893;475.72;17.31;6.57;475
11894;475.76;17.47;6.51;475
11895;475.80;17.63;6.46;475
11896;475.84;17.79;6.41;475
11897;475.88;17.96;6.35;475
11898;475.92;18.12;6.30;475
11899;475.96;18.28;6.24;475
11900;476;18.44;6.19;475
11901;476.04;18.60;6.14;475
11902;476.08;18.76;6.08;475
11903;476.12;18.92;6.03;475
11904;476.16;19.08;5.97;475
11905;476.20;19.25;5.92;475
11906;476.24;19.41;5.87;475
11907;476.28;19.57;5.81;475
11908;476.32;19.73;5.76;475
11909;476.36;19.89;5.71;475
11910;476.40;20.05;5.65;475
11911;476.44;20.21;5.60;475
11912;476.48;20.38;5.54;475
11913;476.52;20.54;5.49;475
11914;476.56;20.70;5.44;475
11915;476.60;20.86;5.38;475
11916;476.64;21.02;5.33;475
11917;476.68;21.18;5.27;475
11918;476.72;21.34;5.22;475
11919;476.76;21.51;5.17;475
11920;476.80;21.67;5.11;475
11921;476.84;21.83;5.06;475
11922;476.88;21.99;5.01;475
11923;476.92;22.15;4.95;475
11924;476.96;22.31;4.90;475
11925;477;22.47;4.84;475
11926;477.04;22.64;4.79;475
11927;477.08;22.80;4.74;475
11928;477.12;22.96;4.68;475
11929;477.16;23.12;4.63;475
11930;477.20;23.28;4.58;475
11931;477.24;23.44;4.52;475
11932;477.28;23.60;4.47;475
11933;477.32;23.77;4.41;475
11934;477.36;23.93;4.36;475
11935;477.40;24.09;4.31;475
11936;477.44;24.25;4.25;475
11937;477.48;24.41;4.20;475
11938;477.52;24.57;4.14;475
11939;477.56;24.73;4.09;475
11940;477.60;24.90;4.04;475
11941;477.64;25.06;3.98;475
11942;477.68;25.22;3.93;475
11943;477.72;25.38;3.88;475
11944;477.76;25.54;3.82;475
11945;477.80;25.70;3.77;475
11946;477.84;25.86;3.71;475
11947;477.88;26.02;3.66;475
11948;477.92;26.19;3.61;475
11949;477.96;26.35;3.55;475
11950;478;26.51;3.50;475
11951;478.04;26.67;3.44;475
11952;478.08;26.83;3.39;475
11953;478.12;26.99;3.34;475
11954;478.16;27.15;3.28;475
11955;478.20;27.32;3.23;475
11956;478.24;27.48;3.18;475
11957;478.28;27.64;3.12;475
11958;478.32;27.80;3.07;475
11959;478.36;27.96;3.01;475
11960;478.40;28.12;2.96;475
11961;478.44;28.28;2.91;475
11962;478.48;28.45;2.85;475
11963;478.52;28.61;2.80;475
11964;478.56;28.77;2.75;475
11965;478.60;28.93;2.69;475
11966;478.64;29.09;2.64;475
11967;478.68;29.25;2.58;475
11968;478.72;29.41;2.53;475
11969;478.76;29.58;2.48;475
11970;478.80;29.74;2.42;475
11971;478.84;29.90;2.37;475
11972;478.88;30.06;2.31;475
11973;478.92;30.22;2.26;475
11974;478.96;30.38;2.21;475
11975;479;30.54;2.15;475
11976;479.04;30.71;2.10;475
11977;479.08;30.87;2.05;475
11978;479.12;31.03;1.99;475
11979;479.16;31.19;1.94;475
11980;479.20;31.35;1.88;475
11981;479.24;31.51;1.83;475
11982;479.28;31.67;1.78;475
11983;479.32;31.84;1.72;475
11984;479.36;32;1.67;475
