id;pitch_length;pitch_width;video_fps;ht1_frame_start;ht1_frame_end;kick_off_ht1;last_event_ht1;ht2_frame_start;ht2_frame_end;kick_off_ht2;last_event_ht2
351;107.71;72.21;25;3913;78985;10313;77949;94457;174897;100210;173608
